StudyInstanceUID,slice_number
1.2.826.0.1.3680043.31643,0
1.2.826.0.1.3680043.31658,0
1.2.826.0.1.3680043.3168,0
1.2.826.0.1.3680043.31681,0
1.2.826.0.1.3680043.31701,0
1.2.826.0.1.3680043.31718,0
1.2.826.0.1.3680043.31724,0
1.2.826.0.1.3680043.31738,0
1.2.826.0.1.3680043.31757,0
1.2.826.0.1.3680043.31841,0
1.2.826.0.1.3680043.31860,0
1.2.826.0.1.3680043.31900,0
1.2.826.0.1.3680043.31906,0
1.2.826.0.1.3680043.31907,0
1.2.826.0.1.3680043.31921,0
1.2.826.0.1.3680043.31977,0
1.2.826.0.1.3680043.31988,0
1.2.826.0.1.3680043.31995,0
1.2.826.0.1.3680043.32005,0
1.2.826.0.1.3680043.32017,0
1.2.826.0.1.3680043.32020,0
1.2.826.0.1.3680043.32023,0
1.2.826.0.1.3680043.32030,0
1.2.826.0.1.3680043.32046,0
1.2.826.0.1.3680043.32056,0
1.2.826.0.1.3680043.32063,0
1.2.826.0.1.3680043.32071,0
1.2.826.0.1.3680043.32076,0
1.2.826.0.1.3680043.3208,0
1.2.826.0.1.3680043.32081,0
1.2.826.0.1.3680043.32151,0
1.2.826.0.1.3680043.3216,0
1.2.826.0.1.3680043.32165,0
1.2.826.0.1.3680043.32190,0
1.2.826.0.1.3680043.3225,0
1.2.826.0.1.3680043.32263,0
1.2.826.0.1.3680043.32280,0
1.2.826.0.1.3680043.32291,0
1.2.826.0.1.3680043.32303,0
1.2.826.0.1.3680043.32323,0
1.2.826.0.1.3680043.3234,0
1.2.826.0.1.3680043.32357,0
1.2.826.0.1.3680043.32370,0
1.2.826.0.1.3680043.32387,0
1.2.826.0.1.3680043.324,0
1.2.826.0.1.3680043.3240,0
1.2.826.0.1.3680043.32426,0
1.2.826.0.1.3680043.32428,0
1.2.826.0.1.3680043.32434,0
1.2.826.0.1.3680043.32436,0
1.2.826.0.1.3680043.32447,0
1.2.826.0.1.3680043.32458,0
1.2.826.0.1.3680043.32461,0
1.2.826.0.1.3680043.32476,0
1.2.826.0.1.3680043.32480,0
1.2.826.0.1.3680043.32534,0
1.2.826.0.1.3680043.32535,0
1.2.826.0.1.3680043.32577,0
1.2.826.0.1.3680043.3258,0
1.2.826.0.1.3680043.32581,0
1.2.826.0.1.3680043.32585,0
1.2.826.0.1.3680043.32590,0
1.2.826.0.1.3680043.32597,0
1.2.826.0.1.3680043.32599,0
1.2.826.0.1.3680043.32627,0
1.2.826.0.1.3680043.32651,0
1.2.826.0.1.3680043.32658,0
1.2.826.0.1.3680043.32662,0
1.2.826.0.1.3680043.3267,0
1.2.826.0.1.3680043.32692,0
1.2.826.0.1.3680043.32693,0
1.2.826.0.1.3680043.3271,0
1.2.826.0.1.3680043.32721,0
1.2.826.0.1.3680043.32738,0
1.2.826.0.1.3680043.32754,0
1.2.826.0.1.3680043.32757,0
1.2.826.0.1.3680043.32766,0
1.2.826.0.1.3680043.32767,0
1.2.826.0.1.3680043.3302,0
1.2.826.0.1.3680043.3306,0
1.2.826.0.1.3680043.3309,0
1.2.826.0.1.3680043.3329,0
1.2.826.0.1.3680043.3331,0
1.2.826.0.1.3680043.3333,0
1.2.826.0.1.3680043.3376,0
1.2.826.0.1.3680043.3389,0
1.2.826.0.1.3680043.3397,0
1.2.826.0.1.3680043.3399,0
1.2.826.0.1.3680043.342,0
1.2.826.0.1.3680043.3424,0
1.2.826.0.1.3680043.3428,0
1.2.826.0.1.3680043.3433,0
1.2.826.0.1.3680043.3442,0
1.2.826.0.1.3680043.3448,0
1.2.826.0.1.3680043.3519,0
1.2.826.0.1.3680043.3540,0
1.2.826.0.1.3680043.3542,0
1.2.826.0.1.3680043.3551,0
1.2.826.0.1.3680043.3556,0
1.2.826.0.1.3680043.3558,0
1.2.826.0.1.3680043.3577,0
1.2.826.0.1.3680043.358,0
1.2.826.0.1.3680043.3591,0
1.2.826.0.1.3680043.3593,0
1.2.826.0.1.3680043.3618,0
1.2.826.0.1.3680043.3623,0
1.2.826.0.1.3680043.3629,0
1.2.826.0.1.3680043.3653,0
1.2.826.0.1.3680043.3670,0
1.2.826.0.1.3680043.3677,0
1.2.826.0.1.3680043.3709,0
1.2.826.0.1.3680043.3717,0
1.2.826.0.1.3680043.3721,0
1.2.826.0.1.3680043.3737,0
1.2.826.0.1.3680043.3749,0
1.2.826.0.1.3680043.3759,0
1.2.826.0.1.3680043.3766,0
1.2.826.0.1.3680043.3784,0
1.2.826.0.1.3680043.3801,0
1.2.826.0.1.3680043.3814,0
1.2.826.0.1.3680043.3820,0
1.2.826.0.1.3680043.3822,0
1.2.826.0.1.3680043.384,0
1.2.826.0.1.3680043.3850,0
1.2.826.0.1.3680043.3882,0
1.2.826.0.1.3680043.3887,0
1.2.826.0.1.3680043.3891,0
1.2.826.0.1.3680043.3927,0
1.2.826.0.1.3680043.3945,0
1.2.826.0.1.3680043.3953,0
1.2.826.0.1.3680043.3959,0
1.2.826.0.1.3680043.3992,0
1.2.826.0.1.3680043.4020,0
1.2.826.0.1.3680043.4021,0
1.2.826.0.1.3680043.4041,0
1.2.826.0.1.3680043.4053,0
1.2.826.0.1.3680043.4055,0
1.2.826.0.1.3680043.4074,0
1.2.826.0.1.3680043.4075,0
1.2.826.0.1.3680043.4077,0
1.2.826.0.1.3680043.4110,0
1.2.826.0.1.3680043.4112,0
1.2.826.0.1.3680043.4131,0
1.2.826.0.1.3680043.4164,0
1.2.826.0.1.3680043.4167,0
1.2.826.0.1.3680043.4183,0
1.2.826.0.1.3680043.4191,0
1.2.826.0.1.3680043.4196,0
1.2.826.0.1.3680043.4202,0
1.2.826.0.1.3680043.4204,0
1.2.826.0.1.3680043.4215,0
1.2.826.0.1.3680043.4216,0
1.2.826.0.1.3680043.4245,0
1.2.826.0.1.3680043.4253,0
1.2.826.0.1.3680043.4270,0
1.2.826.0.1.3680043.4271,0
1.2.826.0.1.3680043.4338,0
1.2.826.0.1.3680043.4345,0
1.2.826.0.1.3680043.4359,0
1.2.826.0.1.3680043.4386,0
1.2.826.0.1.3680043.4388,0
1.2.826.0.1.3680043.4438,0
1.2.826.0.1.3680043.4449,0
1.2.826.0.1.3680043.4456,0
1.2.826.0.1.3680043.4460,0
1.2.826.0.1.3680043.4469,0
1.2.826.0.1.3680043.4509,0
1.2.826.0.1.3680043.4517,0
1.2.826.0.1.3680043.4553,0
1.2.826.0.1.3680043.4560,0
1.2.826.0.1.3680043.4561,0
1.2.826.0.1.3680043.4573,0
1.2.826.0.1.3680043.4594,0
1.2.826.0.1.3680043.4615,0
1.2.826.0.1.3680043.4622,0
1.2.826.0.1.3680043.4644,0
1.2.826.0.1.3680043.4663,0
1.2.826.0.1.3680043.4669,0
1.2.826.0.1.3680043.4677,0
1.2.826.0.1.3680043.4678,0
1.2.826.0.1.3680043.4691,0
1.2.826.0.1.3680043.4716,0
1.2.826.0.1.3680043.4722,0
1.2.826.0.1.3680043.4736,0
1.2.826.0.1.3680043.4740,0
1.2.826.0.1.3680043.4744,0
1.2.826.0.1.3680043.4765,0
1.2.826.0.1.3680043.4769,0
1.2.826.0.1.3680043.4774,0
1.2.826.0.1.3680043.4786,0
1.2.826.0.1.3680043.4802,0
1.2.826.0.1.3680043.4818,0
1.2.826.0.1.3680043.482,0
1.2.826.0.1.3680043.4842,0
1.2.826.0.1.3680043.4859,0
1.2.826.0.1.3680043.4860,0
1.2.826.0.1.3680043.4869,0
1.2.826.0.1.3680043.4936,0
1.2.826.0.1.3680043.5002,0
1.2.826.0.1.3680043.5009,0
1.2.826.0.1.3680043.501,0
1.2.826.0.1.3680043.5023,0
1.2.826.0.1.3680043.5039,0
1.2.826.0.1.3680043.5043,0
1.2.826.0.1.3680043.5055,0
1.2.826.0.1.3680043.5071,0
1.2.826.0.1.3680043.510,0
1.2.826.0.1.3680043.5118,0
1.2.826.0.1.3680043.5120,0
1.2.826.0.1.3680043.5126,0
1.2.826.0.1.3680043.5133,0
1.2.826.0.1.3680043.5134,0
1.2.826.0.1.3680043.5135,0
1.2.826.0.1.3680043.5153,0
1.2.826.0.1.3680043.5174,0
1.2.826.0.1.3680043.5227,0
1.2.826.0.1.3680043.5276,0
1.2.826.0.1.3680043.5283,0
1.2.826.0.1.3680043.53,0
1.2.826.0.1.3680043.5318,0
1.2.826.0.1.3680043.5350,0
1.2.826.0.1.3680043.5359,0
1.2.826.0.1.3680043.5374,0
1.2.826.0.1.3680043.5383,0
1.2.826.0.1.3680043.539,0
1.2.826.0.1.3680043.5392,0
1.2.826.0.1.3680043.5393,0
1.2.826.0.1.3680043.5420,0
1.2.826.0.1.3680043.5425,0
1.2.826.0.1.3680043.5427,0
1.2.826.0.1.3680043.5474,0
1.2.826.0.1.3680043.5476,0
1.2.826.0.1.3680043.5482,0
1.2.826.0.1.3680043.5509,0
1.2.826.0.1.3680043.5541,0
1.2.826.0.1.3680043.5563,0
1.2.826.0.1.3680043.5565,0
1.2.826.0.1.3680043.5571,0
1.2.826.0.1.3680043.5572,0
1.2.826.0.1.3680043.5581,0
1.2.826.0.1.3680043.5596,0
1.2.826.0.1.3680043.5637,0
1.2.826.0.1.3680043.5647,0
1.2.826.0.1.3680043.5671,0
1.2.826.0.1.3680043.5687,0
1.2.826.0.1.3680043.5699,0
1.2.826.0.1.3680043.575,0
1.2.826.0.1.3680043.5753,0
1.2.826.0.1.3680043.5772,0
1.2.826.0.1.3680043.5778,0
1.2.826.0.1.3680043.5779,0
1.2.826.0.1.3680043.5782,0
1.2.826.0.1.3680043.5783,0
1.2.826.0.1.3680043.5805,0
1.2.826.0.1.3680043.581,0
1.2.826.0.1.3680043.5812,0
1.2.826.0.1.3680043.5864,0
1.2.826.0.1.3680043.5903,0
1.2.826.0.1.3680043.5934,0
1.2.826.0.1.3680043.5938,0
1.2.826.0.1.3680043.5949,0
1.2.826.0.1.3680043.5957,0
1.2.826.0.1.3680043.6000,0
1.2.826.0.1.3680043.6005,0
1.2.826.0.1.3680043.601,0
1.2.826.0.1.3680043.6067,0
1.2.826.0.1.3680043.6068,0
1.2.826.0.1.3680043.6073,0
1.2.826.0.1.3680043.6077,0
1.2.826.0.1.3680043.6078,0
1.2.826.0.1.3680043.6085,0
1.2.826.0.1.3680043.61,0
1.2.826.0.1.3680043.6100,0
1.2.826.0.1.3680043.611,0
1.2.826.0.1.3680043.6125,0
1.2.826.0.1.3680043.6145,0
1.2.826.0.1.3680043.6200,0
1.2.826.0.1.3680043.6225,0
1.2.826.0.1.3680043.6226,0
1.2.826.0.1.3680043.6235,0
1.2.826.0.1.3680043.6245,0
1.2.826.0.1.3680043.6253,0
1.2.826.0.1.3680043.6281,0
1.2.826.0.1.3680043.6287,0
1.2.826.0.1.3680043.6316,0
1.2.826.0.1.3680043.6318,0
1.2.826.0.1.3680043.632,0
1.2.826.0.1.3680043.634,0
1.2.826.0.1.3680043.6349,0
1.2.826.0.1.3680043.6358,0
1.2.826.0.1.3680043.6364,0
1.2.826.0.1.3680043.6370,0
1.2.826.0.1.3680043.6373,0
1.2.826.0.1.3680043.6376,0
1.2.826.0.1.3680043.6398,0
1.2.826.0.1.3680043.6402,0
1.2.826.0.1.3680043.6404,0
1.2.826.0.1.3680043.6409,0
1.2.826.0.1.3680043.6439,0
1.2.826.0.1.3680043.6447,0
1.2.826.0.1.3680043.645,0
1.2.826.0.1.3680043.6451,0
1.2.826.0.1.3680043.6464,0
1.2.826.0.1.3680043.6506,0
1.2.826.0.1.3680043.6516,0
1.2.826.0.1.3680043.6537,0
1.2.826.0.1.3680043.6539,0
1.2.826.0.1.3680043.6548,0
1.2.826.0.1.3680043.6553,0
1.2.826.0.1.3680043.6555,0
1.2.826.0.1.3680043.6561,0
1.2.826.0.1.3680043.6580,0
1.2.826.0.1.3680043.660,0
1.2.826.0.1.3680043.6620,0
1.2.826.0.1.3680043.6668,0
1.2.826.0.1.3680043.6671,0
1.2.826.0.1.3680043.6691,0
1.2.826.0.1.3680043.6714,0
1.2.826.0.1.3680043.6728,0
1.2.826.0.1.3680043.6729,0
1.2.826.0.1.3680043.6732,0
1.2.826.0.1.3680043.6739,0
1.2.826.0.1.3680043.674,0
1.2.826.0.1.3680043.6741,0
1.2.826.0.1.3680043.6774,0
1.2.826.0.1.3680043.678,0
1.2.826.0.1.3680043.6786,0
1.2.826.0.1.3680043.6814,0
1.2.826.0.1.3680043.6826,0
1.2.826.0.1.3680043.6836,0
1.2.826.0.1.3680043.6852,0
1.2.826.0.1.3680043.6854,0
1.2.826.0.1.3680043.6862,0
1.2.826.0.1.3680043.6882,0
1.2.826.0.1.3680043.6883,0
1.2.826.0.1.3680043.6888,0
1.2.826.0.1.3680043.689,0
1.2.826.0.1.3680043.6892,0
1.2.826.0.1.3680043.6901,0
1.2.826.0.1.3680043.6917,0
1.2.826.0.1.3680043.6944,0
1.2.826.0.1.3680043.6959,0
1.2.826.0.1.3680043.696,0
1.2.826.0.1.3680043.6979,0
1.2.826.0.1.3680043.699,0
1.2.826.0.1.3680043.6991,0
1.2.826.0.1.3680043.7025,0
1.2.826.0.1.3680043.7054,0
1.2.826.0.1.3680043.7055,0
1.2.826.0.1.3680043.7059,0
1.2.826.0.1.3680043.706,0
1.2.826.0.1.3680043.7077,0
1.2.826.0.1.3680043.7082,0
1.2.826.0.1.3680043.7124,0
1.2.826.0.1.3680043.7137,0
1.2.826.0.1.3680043.7147,0
1.2.826.0.1.3680043.7167,0
1.2.826.0.1.3680043.719,0
1.2.826.0.1.3680043.7195,0
1.2.826.0.1.3680043.7209,0
1.2.826.0.1.3680043.7221,0
1.2.826.0.1.3680043.7224,0
1.2.826.0.1.3680043.7245,0
1.2.826.0.1.3680043.7247,0
1.2.826.0.1.3680043.7284,0
1.2.826.0.1.3680043.7333,0
1.2.826.0.1.3680043.7334,0
1.2.826.0.1.3680043.7343,0
1.2.826.0.1.3680043.7351,0
1.2.826.0.1.3680043.7361,0
1.2.826.0.1.3680043.7381,0
1.2.826.0.1.3680043.7391,0
1.2.826.0.1.3680043.7399,0
1.2.826.0.1.3680043.7408,0
1.2.826.0.1.3680043.7422,0
1.2.826.0.1.3680043.7432,0
1.2.826.0.1.3680043.7442,0
1.2.826.0.1.3680043.7458,0
1.2.826.0.1.3680043.7479,0
1.2.826.0.1.3680043.7495,0
1.2.826.0.1.3680043.7497,0
1.2.826.0.1.3680043.7498,0
1.2.826.0.1.3680043.7508,0
1.2.826.0.1.3680043.7543,0
1.2.826.0.1.3680043.7550,0
1.2.826.0.1.3680043.7564,0
1.2.826.0.1.3680043.7575,0
1.2.826.0.1.3680043.7625,0
1.2.826.0.1.3680043.7657,0
1.2.826.0.1.3680043.7668,0
1.2.826.0.1.3680043.7672,0
1.2.826.0.1.3680043.7673,0
1.2.826.0.1.3680043.7680,0
1.2.826.0.1.3680043.7704,0
1.2.826.0.1.3680043.772,0
1.2.826.0.1.3680043.7736,0
1.2.826.0.1.3680043.7778,0
1.2.826.0.1.3680043.7781,0
1.2.826.0.1.3680043.7791,0
1.2.826.0.1.3680043.7792,0
1.2.826.0.1.3680043.780,0
1.2.826.0.1.3680043.7802,0
1.2.826.0.1.3680043.7808,0
1.2.826.0.1.3680043.7824,0
1.2.826.0.1.3680043.7829,0
1.2.826.0.1.3680043.7831,0
1.2.826.0.1.3680043.7852,0
1.2.826.0.1.3680043.7901,0
1.2.826.0.1.3680043.7923,0
1.2.826.0.1.3680043.7926,0
1.2.826.0.1.3680043.7942,0
1.2.826.0.1.3680043.7957,0
1.2.826.0.1.3680043.7988,0
1.2.826.0.1.3680043.7990,0
1.2.826.0.1.3680043.7998,0
1.2.826.0.1.3680043.8001,0
1.2.826.0.1.3680043.8005,0
1.2.826.0.1.3680043.8024,0
1.2.826.0.1.3680043.8030,0
1.2.826.0.1.3680043.8043,0
1.2.826.0.1.3680043.8049,0
1.2.826.0.1.3680043.8089,0
1.2.826.0.1.3680043.809,0
1.2.826.0.1.3680043.8116,0
1.2.826.0.1.3680043.8139,0
1.2.826.0.1.3680043.8149,0
1.2.826.0.1.3680043.8198,0
1.2.826.0.1.3680043.8215,0
1.2.826.0.1.3680043.823,0
1.2.826.0.1.3680043.824,0
1.2.826.0.1.3680043.8267,0
1.2.826.0.1.3680043.8268,0
1.2.826.0.1.3680043.8312,0
1.2.826.0.1.3680043.8324,0
1.2.826.0.1.3680043.8330,0
1.2.826.0.1.3680043.8362,0
1.2.826.0.1.3680043.8367,0
1.2.826.0.1.3680043.8368,0
1.2.826.0.1.3680043.8372,0
1.2.826.0.1.3680043.8379,0
1.2.826.0.1.3680043.8385,0
1.2.826.0.1.3680043.8391,0
1.2.826.0.1.3680043.8407,0
1.2.826.0.1.3680043.8421,0
1.2.826.0.1.3680043.8423,0
1.2.826.0.1.3680043.8424,0
1.2.826.0.1.3680043.8448,0
1.2.826.0.1.3680043.8458,0
1.2.826.0.1.3680043.8477,0
1.2.826.0.1.3680043.8486,0
1.2.826.0.1.3680043.849,0
1.2.826.0.1.3680043.8511,0
1.2.826.0.1.3680043.8519,0
1.2.826.0.1.3680043.8527,0
1.2.826.0.1.3680043.8533,0
1.2.826.0.1.3680043.8548,0
1.2.826.0.1.3680043.8559,0
1.2.826.0.1.3680043.8562,0
1.2.826.0.1.3680043.8574,0
1.2.826.0.1.3680043.8580,0
1.2.826.0.1.3680043.8611,0
1.2.826.0.1.3680043.8617,0
1.2.826.0.1.3680043.8628,0
1.2.826.0.1.3680043.8635,0
1.2.826.0.1.3680043.8642,0
1.2.826.0.1.3680043.8662,0
1.2.826.0.1.3680043.8665,0
1.2.826.0.1.3680043.8674,0
1.2.826.0.1.3680043.8676,0
1.2.826.0.1.3680043.8693,0
1.2.826.0.1.3680043.8702,0
1.2.826.0.1.3680043.8713,0
1.2.826.0.1.3680043.872,0
1.2.826.0.1.3680043.8731,0
1.2.826.0.1.3680043.8744,0
1.2.826.0.1.3680043.8759,0
1.2.826.0.1.3680043.8792,0
1.2.826.0.1.3680043.8820,0
1.2.826.0.1.3680043.8836,0
1.2.826.0.1.3680043.8847,0
1.2.826.0.1.3680043.8858,0
1.2.826.0.1.3680043.8873,0
1.2.826.0.1.3680043.8884,0
1.2.826.0.1.3680043.8907,0
1.2.826.0.1.3680043.8925,0
1.2.826.0.1.3680043.8935,0
1.2.826.0.1.3680043.8938,0
1.2.826.0.1.3680043.8939,0
1.2.826.0.1.3680043.8942,0
1.2.826.0.1.3680043.8955,0
1.2.826.0.1.3680043.8968,0
1.2.826.0.1.3680043.8972,0
1.2.826.0.1.3680043.8990,0
1.2.826.0.1.3680043.9022,0
1.2.826.0.1.3680043.9027,0
1.2.826.0.1.3680043.9028,0
1.2.826.0.1.3680043.9054,0
1.2.826.0.1.3680043.9121,0
1.2.826.0.1.3680043.9142,0
1.2.826.0.1.3680043.9145,0
1.2.826.0.1.3680043.9147,0
1.2.826.0.1.3680043.9155,0
1.2.826.0.1.3680043.9160,0
1.2.826.0.1.3680043.9176,0
1.2.826.0.1.3680043.918,0
1.2.826.0.1.3680043.9221,0
1.2.826.0.1.3680043.9222,0
1.2.826.0.1.3680043.9226,0
1.2.826.0.1.3680043.9236,0
1.2.826.0.1.3680043.9239,0
1.2.826.0.1.3680043.925,0
1.2.826.0.1.3680043.9283,0
1.2.826.0.1.3680043.9286,0
1.2.826.0.1.3680043.9290,0
1.2.826.0.1.3680043.9295,0
1.2.826.0.1.3680043.9308,0
1.2.826.0.1.3680043.9324,0
1.2.826.0.1.3680043.933,0
1.2.826.0.1.3680043.9336,0
1.2.826.0.1.3680043.934,0
1.2.826.0.1.3680043.9354,0
1.2.826.0.1.3680043.9357,0
1.2.826.0.1.3680043.9405,0
1.2.826.0.1.3680043.941,0
1.2.826.0.1.3680043.9443,0
1.2.826.0.1.3680043.9447,0
1.2.826.0.1.3680043.9488,0
1.2.826.0.1.3680043.9506,0
1.2.826.0.1.3680043.9548,0
1.2.826.0.1.3680043.9625,0
1.2.826.0.1.3680043.9647,0
1.2.826.0.1.3680043.9678,0
1.2.826.0.1.3680043.9774,0
1.2.826.0.1.3680043.9784,0
1.2.826.0.1.3680043.979,0
1.2.826.0.1.3680043.9796,0
1.2.826.0.1.3680043.9809,0
1.2.826.0.1.3680043.9811,0
1.2.826.0.1.3680043.9863,0
1.2.826.0.1.3680043.9886,0
1.2.826.0.1.3680043.9898,0
1.2.826.0.1.3680043.9904,0
1.2.826.0.1.3680043.9921,0
1.2.826.0.1.3680043.9926,0
1.2.826.0.1.3680043.9940,0
1.2.826.0.1.3680043.9994,0
1.2.826.0.1.3680043.9996,0
1.2.826.0.1.3680043.9997,0
